gloss,path,word,date,variant,token
BUTTERFLY202494,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Butterfly 2024-9-4 Upload/Documentation/SG ASL Butterfly 2024-9-4 CC.mp4,butterfly,2024-9-4,Documentation,BUTTERFLY
BOXINGGLOVE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boxing Glove 2 2024-7-4 Upload/Documentation/SG ASL Boxing Glove 2 2024-7-4 CC.mp4,boxingglove,2024-7-4,Documentation,BOXINGGLOVE
BEER202435,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beer 2024-3-5 Upload/Documentation/SG ASL Beer 2024-3-5 CC.mp4,beer,2024-3-5,Documentation,BEER
BREATHEDEEP2024724,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breathe Deep 2024-7-24 Upload/Documentation/SG ASL Breathe Deep 2024-7-24 CC.mp4,breathedeep,2024-7-24,Documentation,BREATHEDEEP
BIRTHALT2024424,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Birth Alt 2024-4-24 Upload/Documentation/SG ASL Birth Alt 2024-4-24 CC.mp4,birthalt,2024-4-24,Documentation,BIRTHALT
BACKPACK(ALT)2023126,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Backpack (Alt) 2023-12-6 Upload/Documentation/SG ASL Backpack (Alt) 2023-12-6 CC.mp4,backpack,2023-12-6,Documentation,BACKPACK
BREAKDOWN2024715,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breakdown 2024-7-15 Upload/Documentation/SG ASL Breakdown 2024-7-15 CC.mp4,breakdown,2024-7-15,Documentation,BREAKDOWN
BEG(VARIANT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beg (Variant) 1 2024-3-10 Upload/Documentation/SG ASL Beg (Variant) 1 2024-3-10 CC.mp4,beg,2024-3-10,Documentation,BEG
BRAIN202478,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brain 2024-7-8 Upload/Documentation/SG ASL Brain 2024-7-8 CC.mp4,brain,2024-7-8,Documentation,BRAIN
BEAR(BIRTH),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bear (Birth) 2 2024-2-16 Upload/Documentation/SG ASL Bear (Birth) 2 2024-2-16 CC.mp4,bear,2024-2-16,Documentation,BEAR
BLEED202456,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bleed 2024-5-6 Upload/Documentation/SG ASL Bleed 2024-5-6 CC.mp4,bleed,2024-5-6,Documentation,BLEED
BENDIN2024324,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bend in 2024-3-24 Upload/Documentation/SG ASL Bend in 2024-3-24 CC.mp4,bendin,2024-3-24,Documentation,BENDIN
BAIT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bait 1 2023-12-17 Upload/Documentation/SG ASL Bait 1 2023-12-17 CC.mp4,bait,2023-12-17,Documentation,BAIT
BANDIT(ALT)202412,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bandit (Alt) 2024-1-2 Upload/Documentation/SG ASL Bandit (Alt) 2024-1-2 CC.mp4,bandit,2024-1-2,Documentation,BANDIT
BAN,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Ban 1 2023-12-23 Upload/Documentation/SG ASL Ban 1 2023-12-23 CC.mp4,ban,2023-12-23,Documentation,BAN
BELITTLE(VARIANT)2024316,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belittle (variant) 2024-3-16 Upload/Documentation/SG ASL Belittle (variant) 2024-3-16 CC.mp4,belittle,2024-3-16,Documentation,BELITTLE
BEHIND(VARIANT)2024313,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Behind (Variant) 2024-3-13 Upload/Documentation/SG ASL Behind (Variant) 2024-3-13 CC.mp4,behind,2024-3-13,Documentation,BEHIND
BELLY(ALT)2024318,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belly (Alt) 2024-3-18 Upload/Documentation/SG ASL Belly (Alt) 2024-3-18 CC.mp4,belly,2024-3-18,Documentation,BELLY
BLISTER,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blister 2 2024-5-11 Upload/Documentation/SG ASL Blister 2 2024-5-11 CC.mp4,blister,2024-5-11,Documentation,BLISTER
BONE202468,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bone 2024-6-8 Upload/Documentation/SG ASL Bone 2024-6-8 CC.mp4,bone,2024-6-8,Documentation,BONE
BATHROOM(SHORT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bathroom (Short) 2 2024-2-4 Upload/Documentation/SG ASL Bathroom (Short) 2 2024-2-4 CC.mp4,bathroom,2024-2-4,Documentation,BATHROOM
BLEEDALT202456,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bleed Alt 2024-5-6 Upload/Documentation/SG ASL Bleed Alt 2024-5-6 CC.mp4,bleedalt,2024-5-6,Documentation,BLEEDALT
BACKUP2023125,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Back Up 2023-12-5 Upload/Documentation/SG ASL Back Up 2023-12-5 CC.mp4,backup,2023-12-5,Documentation,BACKUP
BRINGTOMEALT2024728,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bring to Me Alt 2024-7-28 Upload/Documentation/SG ASL Bring to Me Alt 2024-7-28 CC.mp4,bringtomealt,2024-7-28,Documentation,BRINGTOMEALT
BENIN,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Benin 2 2024-3-29 Upload/Documentation/SG ASL Benin 2 2024-3-29 CC.mp4,benin,2024-3-29,Documentation,BENIN
BEACH(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beach (Alt) 1 2024-2-12 Upload/Documentation/SG ASL Beach (Alt) 1 2024-2-12 CC.mp4,beach,2024-2-12,Documentation,BEACH
BLUFF2024524,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bluff 2024-5-24 Upload/Documentation/SG ASL Bluff 2024-5-24 CC.mp4,bluff,2024-5-24,Documentation,BLUFF
BRAILLEALT202478,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Braille Alt 2024-7-8 Upload/Documentation/SG ASL Braille Alt 2024-7-8 CC.mp4,braillealt,2024-7-8,Documentation,BRAILLEALT
BENCH,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bench 2 2024-3-22 Upload/Documentation/SG ASL Bench 2 2024-3-22 CC.mp4,bench,2024-3-22,Documentation,BENCH
BID(OFFER)2024413,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bid (Offer) 2024-4-13 Upload/Documentation/SG ASL Bid (Offer) 2024-4-13 CC.mp4,bid,2024-4-13,Documentation,BID
BUSY202493,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Busy 2024-9-3 Upload/Documentation/SG ASL Busy 2024-9-3 CC.mp4,busy,2024-9-3,Documentation,BUSY
BUSINESSSTRATEGY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Business Strategy 1 2024-9-2 Upload/Documentation/SG ASL Business Strategy 1 2024-9-2 CC.mp4,businessstrategy,2024-9-2,Documentation,BUSINESSSTRATEGY
BOARDGAME2024531,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boardgame 2024-5-31 Upload/Documentation/SG ASL Boardgame 2024-5-31 CC.mp4,boardgame,2024-5-31,Documentation,BOARDGAME
BRING2024728,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bring 2024-7-28 Upload/Documentation/SG ASL Bring 2024-7-28 CC.mp4,bring,2024-7-28,Documentation,BRING
BAR(BLOCK)202419,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bar (Block) 2024-1-9 Upload/Documentation/SG ASL Bar (Block) 2024-1-9 CC.mp4,bar,2024-1-9,Documentation,BAR
BUNNY2024820,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bunny 2024-8-20 Upload/Documentation/SG ASL Bunny 2024-8-20 CC.mp4,bunny,2024-8-20,Documentation,BUNNY
BALIFF,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baliff 3 2023-12-18 Upload/Documentation/SG ASL Baliff 3 2023-12-18 CC.mp4,baliff,2023-12-18,Documentation,BALIFF
BANKRUPT(SAD)202416,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bankrupt (Sad) 2024-1-6 Upload/Documentation/SG ASL Bankrupt (Sad) 2024-1-6 CC.mp4,bankrupt,2024-1-6,Documentation,BANKRUPT
BONDOTHER202467,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bond OTher 2024-6-7 Upload/Documentation/SG ASL Bond OTher 2024-6-7 CC.mp4,bondother,2024-6-7,Documentation,BONDOTHER
BASEBALLGLOVE(ALT)2024121,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baseball Glove (Alt) 2024-1-21 Upload/Documentation/SG ASL Baseball Glove (Alt) 2024-1-21 CC.mp4,baseballglove,2024-1-21,Documentation,BASEBALLGLOVE
BELL(DOORBELL),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bell (Doorbell) 1 2024-3-16 Upload/Documentation/SG ASL Bell (Doorbell) 1 2024-3-16 CC.mp4,bell,2024-3-16,Documentation,BELL
BACKSTROKE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Backstroke 1 2023-12-10 Upload/Documentation/SG ASL Backstroke 1 2023-12-10 CC.mp4,backstroke,2023-12-10,Documentation,BACKSTROKE
BURST2024831,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Burst 2024-8-31 Upload/Documentation/SG ASL Burst 2024-8-31 CC.mp4,burst,2024-8-31,Documentation,BURST
BANTER(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Banter (Alt) 2 2024-1-7 Upload/Documentation/SG ASL Banter (Alt) 2 2024-1-7 CC.mp4,banter,2024-1-7,Documentation,BANTER
BELLIGERENT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belligerent 2 2024-3-17 Upload/Documentation/SG ASL Belligerent 2 2024-3-17 CC.mp4,belligerent,2024-3-17,Documentation,BELLIGERENT
BANDAID20231230,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Band Aid 2023-12-30 Upload/Documentation/SG ASL Band Aid 2023-12-30 CC.mp4,bandaid,2023-12-30,Documentation,BANDAID
BROADMINDED202482,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Broadminded 2024-8-2 Upload/Documentation/SG ASL Broadminded 2024-8-2 CC.mp4,broadminded,2024-8-2,Documentation,BROADMINDED
BOUNDARY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boundary 2 2024-6-28 Upload/Documentation/SG ASL Boundary 2 2024-6-28 CC.mp4,boundary,2024-6-28,Documentation,BOUNDARY
BUCKET2024811,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bucket 2024-8-11 Upload/Documentation/SG ASL Bucket 2024-8-11 CC.mp4,bucket,2024-8-11,Documentation,BUCKET
BRO,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bro 2 2024-8-1 Upload/Documentation/SG ASL Bro 2 2024-8-1 CC.mp4,bro,2024-8-1,Documentation,BRO
BLACKBOARD202451,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blackboard 2024-5-1 Upload/Documentation/SG ASL Blackboard 2024-5-1 CC.mp4,blackboard,2024-5-1,Documentation,BLACKBOARD
BRANCHALT2024710,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Branch Alt 2024-7-10 Upload/Documentation/SG ASL Branch Alt 2024-7-10 CC.mp4,branchalt,2024-7-10,Documentation,BRANCHALT
BAPTISM(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baptism (Alt) 2 2024-1-8 Upload/Documentation/SG ASL Baptism (Alt) 2 2024-1-8 CC.mp4,baptism,2024-1-8,Documentation,BAPTISM
BETHLEHEM202445,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bethlehem 2024-4-5 Upload/Documentation/SG ASL Bethlehem 2024-4-5 CC.mp4,bethlehem,2024-4-5,Documentation,BETHLEHEM
BED202431,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bed 2024-3-1 Upload/Documentation/SG ASL Bed 2024-3-1 CC.mp4,bed,2024-3-1,Documentation,BED
BUMPY2024818,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bumpy 2024-8-18 Upload/Documentation/SG ASL Bumpy 2024-8-18 CC.mp4,bumpy,2024-8-18,Documentation,BUMPY
BALTIMORE20231221,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baltimore 2023-12-21 Upload/Documentation/SG ASL Baltimore 2023-12-21 CC.mp4,baltimore,2023-12-21,Documentation,BALTIMORE
BOSSCOMBINED2024623,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boss Combined 2024-6-23 Upload/Documentation/SG ASL Boss Combined 2024-6-23 CC.mp4,bosscombined,2024-6-23,Documentation,BOSSCOMBINED
BITEVARIANT2024426,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bite Variant 2024-4-26 Upload/Documentation/SG ASL Bite Variant 2024-4-26 CC.mp4,bitevariant,2024-4-26,Documentation,BITEVARIANT
BAWL(YELLATME)2024211,"/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bawl (Yell, at me) 2024-2-11 Upload/Documentation/SG ASL Bawl (Yell, at me) 2024-2-11 CC.mp4",bawl,2024-2-11,Documentation,BAWL
BUMBLE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bumble 2 2024-8-15 Upload/Documentation/SG ASL Bumble 2 2024-8-15 CC.mp4,bumble,2024-8-15,Documentation,BUMBLE
BORROWFROMSOMEONE2024623,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Borrow From Someone 2024-6-23 Upload/Documentation/SG ASL Borrow From Someone 2024-6-23 CC.mp4,borrowfromsomeone,2024-6-23,Documentation,BORROWFROMSOMEONE
BRAVE2024711,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brave 2024-7-11 Upload/Documentation/SG ASL Brave 2024-7-11 CC.mp4,brave,2024-7-11,Documentation,BRAVE
BLUSTERY2024529,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blustery 2024-5-29 Upload/Documentation/SG ASL Blustery 2024-5-29 CC.mp4,blustery,2024-5-29,Documentation,BLUSTERY
BOTHOFUSVARIANT2024624,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Both of Us Variant 2024-6-24 Upload/Documentation/SG ASL Both of Us Variant 2024-6-24 CC.mp4,bothofusvariant,2024-6-24,Documentation,BOTHOFUSVARIANT
BRATALT2024710,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brat Alt 2024-7-10 Upload/Documentation/SG ASL Brat Alt 2024-7-10 CC.mp4,bratalt,2024-7-10,Documentation,BRATALT
BANDMUSIC202411,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Band Music 2024-1-1 Upload/Documentation/SG ASL Band Music 2024-1-1 CC.mp4,bandmusic,2024-1-1,Documentation,BANDMUSIC
BLOWDRY2024520,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blow Dry 2024-5-20 Upload/Documentation/SG ASL Blow Dry 2024-5-20 CC.mp4,blowdry,2024-5-20,Documentation,BLOWDRY
BLANK,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blank 1 2024-5-4 Upload/Documentation/SG ASL Blank 1 2024-5-4 CC.mp4,blank,2024-5-4,Documentation,BLANK
BLUECOLLAR,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blue Collar 2 2024-5-22 Upload/Documentation/SG ASL Blue Collar 2 2024-5-22 CC.mp4,bluecollar,2024-5-22,Documentation,BLUECOLLAR
BOSSY2024624,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bossy 2024-6-24 Upload/Documentation/SG ASL Bossy 2024-6-24 CC.mp4,bossy,2024-6-24,Documentation,BOSSY
BYTHEWAYALT202496,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL By the Way Alt 2024-9-6 Upload/Documentation/SG ASL By the Way Alt 2024-9-6 CC.mp4,bythewayalt,2024-9-6,Documentation,BYTHEWAYALT
BRA2024713,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bra 2024-7-13 Upload/Documentation/SG ASL Bra 2024-7-13 CC.mp4,bra,2024-7-13,Documentation,BRA
BANJO202414,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Banjo 2024-1-4 Upload/Documentation/SG ASL Banjo 2024-1-4 CC.mp4,banjo,2024-1-4,Documentation,BANJO
BANDAID(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Band Aid (Alt) 1 2023-12-30 Upload/Documentation/SG ASL Band Aid (Alt) 1 2023-12-30 CC.mp4,bandaid,2023-12-30,Documentation,BANDAID
BROOK202483,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brook 2024-8-3 Upload/Documentation/SG ASL Brook 2024-8-3 CC.mp4,brook,2024-8-3,Documentation,BROOK
BAR(PREVENT)2024110,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bar (Prevent) 2024-1-10 Upload/Documentation/SG ASL Bar (Prevent) 2024-1-10 CC.mp4,bar,2024-1-10,Documentation,BAR
BRINGSOMEWHERE2024728,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bring Somewhere 2024-7-28 Upload/Documentation/SG ASL Bring Somewhere 2024-7-28 CC.mp4,bringsomewhere,2024-7-28,Documentation,BRINGSOMEWHERE
BAMBOOZLE(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bamboozle (Alt) 2 2023-12-22 Upload/Documentation/SG ASL Bamboozle (Alt) 2 2023-12-22 CC.mp4,bamboozle,2023-12-22,Documentation,BAMBOOZLE
BLUNDER2024527,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blunder 2024-5-27 Upload/Documentation/SG ASL Blunder 2024-5-27 CC.mp4,blunder,2024-5-27,Documentation,BLUNDER
BOWARCHERYALT2024630,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bow Archery Alt 2024-6-30 Upload/Documentation/SG ASL Bow Archery Alt 2024-6-30 CC.mp4,bowarcheryalt,2024-6-30,Documentation,BOWARCHERYALT
BONDAGE202468,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bondage 2024-6-8 Upload/Documentation/SG ASL Bondage 2024-6-8 CC.mp4,bondage,2024-6-8,Documentation,BONDAGE
BATHINGSUIT(1PIECE)202422,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bathing suit (1 Piece) 2024-2-2 Upload/Documentation/SG ASL Bathing suit (1 Piece) 2024-2-2 CC.mp4,bathingsuit,2024-2-2,Documentation,BATHINGSUIT
BOTH,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Both 3 2024-6-24 Upload/Documentation/SG ASL Both 3 2024-6-24 CC.mp4,both,2024-6-24,Documentation,BOTH
BETWEEN(ALT)202446,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Between (Alt) 2024-4-6 Upload/Documentation/SG ASL Between (Alt) 2024-4-6 CC.mp4,between,2024-4-6,Documentation,BETWEEN
BOOSTVARIANT2024613,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boost Variant 2024-6-13 Upload/Documentation/SG ASL Boost Variant 2024-6-13 CC.mp4,boostvariant,2024-6-13,Documentation,BOOSTVARIANT
BUS202494,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bus 2024-9-4 Upload/Documentation/SG ASL Bus 2024-9-4 CC.mp4,bus,2024-9-4,Documentation,BUS
BOAT202462,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boat 2024-6-2 Upload/Documentation/SG ASL Boat 2024-6-2 CC.mp4,boat,2024-6-2,Documentation,BOAT
BURGER2024821,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Burger 2024-8-21 Upload/Documentation/SG ASL Burger 2024-8-21 CC.mp4,burger,2024-8-21,Documentation,BURGER
BREAKPAUSE2024714,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Break Pause 2024-7-14 Upload/Documentation/SG ASL Break Pause 2024-7-14 CC.mp4,breakpause,2024-7-14,Documentation,BREAKPAUSE
BURGUNDY2024822,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Burgundy 2024-8-22 Upload/Documentation/SG ASL Burgundy 2024-8-22 CC.mp4,burgundy,2024-8-22,Documentation,BURGUNDY
BUNCH2024819,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bunch 2024-8-19 Upload/Documentation/SG ASL Bunch 2024-8-19 CC.mp4,bunch,2024-8-19,Documentation,BUNCH
BANISH(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Banish (Alt) 1 2024-1-4 Upload/Documentation/SG ASL Banish (Alt) 1 2024-1-4 CC.mp4,banish,2024-1-4,Documentation,BANISH
BEWITCHOTHER,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bewitch Other 1 2024-4-9 Upload/Documentation/SG ASL Bewitch Other 1 2024-4-9 CC.mp4,bewitchother,2024-4-9,Documentation,BEWITCHOTHER
BELLOW,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bellow 2 2024-3-17 Upload/Documentation/SG ASL Bellow 2 2024-3-17 CC.mp4,bellow,2024-3-17,Documentation,BELLOW
BURNDOWN2024827,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Burn Down 2024-8-27 Upload/Documentation/SG ASL Burn Down 2024-8-27 CC.mp4,burndown,2024-8-27,Documentation,BURNDOWN
BYPASS202497,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bypass 2024-9-7 Upload/Documentation/SG ASL Bypass 2024-9-7 CC.mp4,bypass,2024-9-7,Documentation,BYPASS
BOOKISH,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bookish 1 2024-6-10 Upload/Documentation/SG ASL Bookish 1 2024-6-10 CC.mp4,bookish,2024-6-10,Documentation,BOOKISH
BROOD202483,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brood 2024-8-3 Upload/Documentation/SG ASL Brood 2024-8-3 CC.mp4,brood,2024-8-3,Documentation,BROOD
BAWL(CRY)2024210,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bawl (Cry) 2024-2-10 Upload/Documentation/SG ASL Bawl (Cry) 2024-2-10 CC.mp4,bawl,2024-2-10,Documentation,BAWL
BINDI,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bindi 1 2024-4-20 Upload/Documentation/SG ASL Bindi 1 2024-4-20 CC.mp4,bindi,2024-4-20,Documentation,BINDI
BADREPUATION,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bad repuation 2 2023-12-12 Upload/Documentation/SG ASL Bad repuation 2 2023-12-12 CC.mp4,badrepuation,2023-12-12,Documentation,BADREPUATION
BATTER202428,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Batter 2024-2-8 Upload/Documentation/SG ASL Batter 2024-2-8 CC.mp4,batter,2024-2-8,Documentation,BATTER
BIOLOGY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Biology 2 2024-4-23 Upload/Documentation/SG ASL Biology 2 2024-4-23 CC.mp4,biology,2024-4-23,Documentation,BIOLOGY
BUSFS202491,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bus FS 2024-9-1 Upload/Documentation/SG ASL Bus FS 2024-9-1 CC.mp4,busfs,2024-9-1,Documentation,BUSFS
BUMPVOLLEYBALL2024818,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bump Volley Ball 2024-8-18 Upload/Documentation/SG ASL Bump Volley Ball 2024-8-18 CC.mp4,bumpvolleyball,2024-8-18,Documentation,BUMPVOLLEYBALL
BIBLE2024410,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bible 2024-4-10 Upload/Documentation/SG ASL Bible 2024-4-10 CC.mp4,bible,2024-4-10,Documentation,BIBLE
BYNEAR202496,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL By Near 2024-9-6 Upload/Documentation/SG ASL By Near 2024-9-6 CC.mp4,bynear,2024-9-6,Documentation,BYNEAR
BOO2024619,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boo 2024-6-19 Upload/Documentation/SG ASL Boo 2024-6-19 CC.mp4,boo,2024-6-19,Documentation,BOO
BREASTALT2024722,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breast Alt 2024-7-22 Upload/Documentation/SG ASL Breast Alt 2024-7-22 CC.mp4,breastalt,2024-7-22,Documentation,BREASTALT
BLACK202452,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Black 2024-5-2 Upload/Documentation/SG ASL Black 2024-5-2 CC.mp4,black,2024-5-2,Documentation,BLACK
